Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	Estimates Start After
The Bahamas	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: National definition Primary domestic currency: Bahamian dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	12.200	11.500	11.000	11.700	12.000	12.300	14.800	13.100	13.292	10.900	11.505	9.779	7.743	7.796	7.000	6.900	9.102	10.835	10.202	10.170	7.628	7.853	8.703	14.246	15.082	15.889	14.367	15.782	14.636	13.379	12.150	10.017	9.724	2016
The Bahamas	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Bahamian dollar Data last updated: 09/2017	0.211	0.215	0.220	0.225	0.230	0.233	0.237	0.241	0.246	0.250	0.254	0.259	0.264	0.269	0.273	0.279	0.284	0.288	0.293	0.298	0.303	0.307	0.312	0.316	0.321	0.325	0.329	0.333	0.337	0.341	0.345	0.348	0.352	0.356	0.360	0.364	0.368	0.372	0.377	2015
Bahrain	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	3,841.486	4,159.084	4,219.359	4,180.240	4,197.452	3,828.570	2,893.622	3,026.561	3,610.649	3,635.184	3,827.542	3,854.889	3,961.845	4,245.142	4,428.179	4,565.802	4,624.292	4,670.715	4,348.805	4,591.043	5,344.682	5,224.273	5,076.583	5,446.759	6,002.456	6,755.300	7,244.605	7,861.535	8,736.757	7,318.950	7,831.222	9,054.242	9,485.238	9,840.627	9,899.171	9,047.589	9,078.954	9,463.751	9,687.423	2016
Bahrain	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,189.612	11,061.394	11,221.699	11,117.659	11,163.436	10,182.368	7,695.805	8,049.364	9,602.789	9,668.043	10,179.730	10,252.464	10,536.924	11,290.350	11,777.097	12,143.070	12,298.652	12,422.094	11,565.951	12,210.200	14,214.556	13,894.320	13,501.529	14,486.037	15,963.951	17,966.194	19,267.540	20,908.338	23,236.055	19,465.292	20,827.719	24,080.430	25,226.697	26,171.881	26,327.582	24,062.736	24,146.155	25,169.551	25,764.423	2016
Bahrain	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	17,583.389	19,000.531	20,720.187	22,284.691	23,257.871	22,987.038	22,760.928	22,262.299	23,565.530	23,869.632	25,398.312	25,769.995	27,774.547	29,802.959	30,599.003	31,010.952	31,755.747	32,197.874	33,238.191	34,832.469	37,133.027	37,528.328	36,651.626	36,931.261	37,677.200	38,481.589	39,080.837	40,151.072	40,852.085	39,632.550	39,952.652	42,962.579	44,495.330	46,728.314	48,663.419	49,607.249	50,719.227	51,845.524	52,717.585	2016
Bahrain	Unemployment rate	Percent of total labor force		Source: Other Latest actual data: 2016 Employment type: National definition Primary domestic currency: Bahrain dinar Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5.600	3.700	4.000	3.600	4.000	3.700	4.392	3.767	3.358	3.700	3.769	3.884	2016
Bahrain	Population	Persons	Millions	Source: National Statistics Office. For data prior to 1990, the source is IFS - International Financial Statistics Latest actual data: 2016. The latest census were 2010 and 2001. Primary domestic currency: Bahrain dinar Data last updated: 08/2017	0.353	0.367	0.380	0.393	0.406	0.420	0.435	0.450	0.467	0.484	0.488	0.508	0.516	0.530	0.544	0.559	0.574	0.589	0.605	0.621	0.638	0.661	0.711	0.765	0.824	0.889	0.960	1.039	1.107	1.178	1.235	1.195	1.219	1.243	1.268	1.294	1.319	1.346	1.373	2016
Bangladesh	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	4,239.554	4,680.329	5,131.064	5,827.706	6,645.885	7,350.067	8,148.396	8,908.603	9,602.102	10,485.506	11,390.201	12,140.007	12,636.743	13,166.725	14,231.251	15,430.411	16,447.041	17,683.858	19,107.021	20,388.650	21,499.780	22,680.411	24,295.005	26,405.768	28,903.076	31,873.343	35,623.174	40,233.023	45,068.406	50,253.490	56,686.919	64,470.805	72,856.971	81,183.889	90,365.394	101,611.772	114,198.795	127,997.154	143,522.571	2013
Bangladesh	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	274.333	260.211	231.987	236.750	262.124	262.553	267.979	287.840	302.588	324.930	329.494	331.729	324.429	332.768	353.908	383.095	393.525	402.894	407.350	415.371	412.334	406.410	419.690	454.097	485.663	495.486	523.025	584.500	655.954	728.387	807.531	857.496	916.025	1,030.028	1,162.742	1,293.001	1,414.052	1,532.132	1,659.522	2013
Bangladesh	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	510.298	559.735	597.339	632.547	664.483	692.684	715.358	735.191	758.837	801.465	848.260	892.163	935.079	977.277	1,021.154	1,069.395	1,119.856	1,175.021	1,222.887	1,283.848	1,361.275	1,434.179	1,501.374	1,594.397	1,713.090	1,854.688	2,018.201	2,183.024	2,324.597	2,441.443	2,592.165	2,785.466	2,978.629	3,170.554	3,396.055	3,629.113	3,899.023	4,206.838	4,541.628	2013
Bangladesh	Unemployment rate	Percent of total labor force																																										
Bangladesh	Population	Persons	Millions	Source: International Financial Institution Latest actual data: 2013 Primary domestic currency: Bangladesh taka Data last updated: 09/2017	82.498	84.764	87.061	89.400	91.804	94.288	96.852	99.477	102.133	104.779	107.386	109.935	112.431	114.898	117.369	119.870	122.401	124.945	127.479	129.967	132.383	134.730	137.006	139.186	141.235	143.135	144.869	146.457	147.970	149.503	151.125	152.862	154.695	156.595	158.217	159.857	161.513	163.187	164.877	2013
Barbados	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	8,143.867	8,963.195	9,365.094	9,942.059	10,837.155	11,341.646	12,452.280	13,712.568	14,585.074	16,141.845	16,189.376	16,257.295	15,657.347	16,599.404	16,371.092	17,207.090	18,333.132	19,268.425	21,669.068	22,655.496	23,200.445	23,094.720	23,409.251	24,115.291	25,774.629	28,511.099	31,410.771	33,098.765	33,383.688	33,353.958	32,159.775	31,451.952	31,186.680	31,396.839	31,193.213	31,629.408	32,473.907	34,317.626	36,410.019	2015
Barbados	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	4,071.933	4,481.597	4,682.547	4,971.029	5,418.577	5,670.823	6,226.140	6,856.284	7,292.537	8,070.922	8,094.688	8,128.647	7,828.673	8,299.702	8,185.546	8,603.545	9,166.566	9,634.212	10,834.534	11,327.748	11,600.222	11,547.360	11,704.626	12,057.646	12,887.315	14,255.550	15,705.385	16,549.383	16,691.844	16,676.979	16,079.887	15,725.976	15,593.340	15,698.420	15,596.606	15,814.704	16,236.954	17,158.813	18,205.010	2015
Barbados	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	5,418.319	5,811.680	5,869.825	6,132.040	6,578.250	6,863.435	7,358.903	7,742.937	8,294.472	8,927.223	8,951.920	8,889.137	8,573.553	8,847.733	8,718.095	9,076.548	9,601.511	10,171.165	10,638.122	10,811.811	11,477.255	11,426.957	11,655.306	12,110.045	12,567.207	13,451.320	14,618.491	15,233.339	15,559.687	15,012.886	15,199.656	15,595.007	15,892.960	16,101.561	16,363.643	16,652.302	17,095.680	17,507.948	17,902.881	2015
Barbados	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2016 Employment type: National definition Primary domestic currency: Barbados dollar Data last updated: 08/2017	n/a	10.760	13.650	14.945	17.037	18.631	17.735	17.934	17.137	15.244	14.945	17.236	22.915	24.410	21.750	19.625	15.750	14.550	12.150	10.350	9.750	9.850	10.300	11.000	9.575	9.075	8.725	7.425	8.125	9.975	10.250	11.150	11.500	11.625	12.275	11.300	9.867	9.755	9.659	2016
Barbados	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2015 Primary domestic currency: Barbados dollar Data last updated: 08/2017	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.250	0.264	0.264	0.265	0.266	0.267	0.267	0.269	0.270	0.271	0.272	0.273	0.273	0.274	0.275	0.275	0.276	0.277	0.277	0.278	0.278	0.279	0.280	0.280	0.281	0.282	2015
Belarus	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.003	0.029	0.523	1.152	1.826	3.509	6.749	29.160	91.430	172.473	264.023	371.934	512.054	671.002	823.126	1,014.357	1,360.205	1,444.631	1,794.377	3,240.639	5,785.702	7,086.734	8,510.696	9,483.157	9,930.659	10,855.385	11,833.562	2016
Belarus	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1,210.104	1,076.142	1,481.461	1,000.204	1,375.754	1,341.854	1,452.410	1,165.601	1,277.052	1,247.469	1,480.153	1,811.855	2,370.274	3,115.513	3,838.293	4,726.479	6,366.189	5,170.431	6,023.149	6,472.739	6,938.067	7,977.147	8,316.012	5,941.240	4,989.275	5,585.236	5,745.154	2016
Belarus	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5,121.781	4,834.226	4,364.591	3,981.594	4,181.171	4,762.008	5,244.989	5,518.128	5,986.106	6,433.099	6,900.869	7,587.102	8,748.843	9,950.109	11,359.716	12,737.893	14,374.316	14,549.853	15,891.040	17,152.522	17,800.978	18,275.604	18,916.170	18,363.803	18,073.026	18,616.141	19,198.266	2016
Belarus	Unemployment rate	Percent of total labor force		Source: National Statistics Office. Formally, the National Statistical Committee of the Republic of Belarus Latest actual data: 2016 Employment type: National definition Primary domestic currency: Belarusian rubel Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0.100	0.500	1.400	2.100	2.896	4.022	2.787	2.339	2.100	2.115	2.257	2.652	3.135	2.522	1.704	1.416	1.063	0.940	0.901	0.827	0.668	0.614	0.508	0.488	0.912	1.017	1.017	1.017	2016
Belarus	Population	Persons	Millions	Source: National Statistics Office. Formally, the National Statistical Committee of the Republic of Belarus Latest actual data: 2016 Primary domestic currency: Belarusian rubel Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.217	10.240	10.228	10.177	10.142	10.093	10.045	10.019	9.990	9.957	9.900	9.831	9.763	9.697	9.630	9.579	9.542	9.514	9.500	9.481	9.465	9.464	9.468	9.481	9.498	9.451	9.403	2016
Belgium	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	9,117.440	9,551.222	10,344.633	10,955.520	11,842.260	12,588.846	13,175.246	13,698.129	14,639.992	15,791.607	16,711.056	17,438.311	18,247.562	18,707.135	19,652.173	20,888.846	21,289.756	22,218.582	23,006.567	23,911.585	25,219.148	25,896.646	26,680.149	27,292.512	28,732.003	29,818.630	31,076.979	32,567.612	33,193.067	32,435.451	33,681.107	34,462.183	34,926.114	35,096.180	35,846.770	36,507.609	37,274.126	38,343.465	39,370.797	2016
Belgium	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	12,596.236	10,423.715	9,179.728	8,673.126	8,290.873	8,617.626	11,948.561	14,821.930	16,096.833	16,187.829	20,229.119	20,680.426	22,952.545	21,844.003	23,754.040	28,616.775	27,749.862	25,089.833	25,604.763	25,509.243	23,303.039	23,193.640	25,197.244	30,863.123	35,722.619	37,146.708	39,021.760	44,638.330	48,850.720	45,176.012	44,691.258	47,950.947	44,900.088	46,613.195	47,634.682	40,509.755	41,247.858	43,243.304	46,315.662	2016
Belgium	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	10,838.946	11,808.006	12,626.495	13,161.270	13,971.559	14,649.839	15,215.802	15,954.608	17,273.856	18,471.064	19,715.145	20,663.370	21,382.953	21,581.321	22,679.122	23,634.162	24,418.941	25,689.702	26,424.121	27,726.166	29,314.575	30,154.369	31,022.564	31,744.106	33,670.666	35,313.963	37,076.138	39,083.998	39,838.491	38,909.280	40,122.177	41,077.164	41,535.359	41,927.294	43,308.001	44,200.787	45,002.933	46,300.615	47,724.073	2016
Belgium	Unemployment rate	Percent of total labor force		Source: Central Bank Latest actual data: 2016 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2017	8.300	10.000	11.500	10.742	10.825	10.117	10.075	9.800	8.850	7.375	6.575	6.450	7.100	8.625	9.750	9.700	9.550	9.225	9.325	8.425	6.850	6.575	7.525	8.175	8.375	8.475	8.275	7.500	6.950	7.925	8.325	7.125	7.550	8.450	8.575	8.500	7.875	7.541	7.346	2016
Belgium	Population	Persons	Millions	Source: Central Bank Latest actual data: 2016 Primary domestic currency: Euro Data last updated: 08/2017	9.855	9.863	9.855	9.858	9.853	9.858	9.859	9.865	9.876	9.928	9.948	9.987	10.022	10.068	10.101	10.131	10.143	10.170	10.192	10.214	10.239	10.263	10.310	10.356	10.396	10.446	10.511	10.585	10.667	10.753	10.840	11.001	11.095	11.162	11.181	11.237	11.311	11.370	11.429	2016
Belize	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	2,296.222	2,387.292	2,341.607	2,401.334	2,608.534	2,517.328	2,665.205	3,037.265	3,518.436	3,953.729	4,359.900	4,583.858	5,206.556	5,459.819	5,503.589	5,727.160	5,777.207	5,690.301	5,776.810	6,026.160	6,661.909	6,776.733	7,032.820	7,236.931	7,486.521	7,636.892	8,081.431	8,286.186	8,504.216	8,291.899	8,642.589	8,950.767	9,234.959	9,228.315	9,561.724	9,514.229	9,259.954	9,397.231	9,551.483	2014
Belize	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,148.111	1,193.646	1,170.803	1,200.667	1,304.267	1,258.664	1,332.602	1,518.633	1,759.218	1,976.865	2,179.950	2,291.929	2,603.278	2,729.910	2,751.794	2,863.580	2,888.603	2,845.150	2,888.405	3,013.080	3,330.955	3,388.367	3,516.410	3,618.466	3,743.261	3,818.446	4,040.716	4,143.093	4,252.108	4,145.949	4,321.294	4,475.383	4,617.479	4,614.157	4,780.862	4,757.114	4,629.977	4,698.615	4,775.741	2014
Belize	Gross domestic product per capita, current prices	Purchasing power parity; international dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	1,367.196	1,495.069	1,441.090	1,545.577	1,734.410	1,716.743	1,826.027	2,225.973	2,504.178	2,927.251	3,281.104	3,681.364	4,113.698	4,344.937	4,317.879	4,323.792	4,354.798	4,426.955	4,476.906	4,851.694	5,456.697	5,690.034	5,892.578	6,366.430	6,630.117	6,798.575	7,097.528	7,125.628	7,253.153	7,349.528	7,668.663	7,784.619	8,017.084	7,996.499	8,302.407	8,413.210	8,237.967	8,341.311	8,444.395	2014
Belize	Unemployment rate	Percent of total labor force		Source: National Statistics Office Latest actual data: 2014. Data for 2010 and 2011 are staff estimates because there was no labor force survey conducted for those years. Employment type: National definition Primary domestic currency: Belize dollar Data last updated: 09/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15.000	14.000	12.000	10.000	9.000	12.500	13.800	12.700	14.300	12.800	11.400	9.066	10.000	12.900	11.600	11.000	9.400	8.500	8.200	13.054	13.502	13.951	14.400	11.700	11.056	10.114	11.064	10.109	11.357	2014
Belize	Population	Persons	Millions	Source: National Statistics Office Latest actual data: 2014 Primary domestic currency: Belize dollar Data last updated: 09/2017	0.150	0.150	0.153	0.157	0.162	0.166	0.171	0.176	0.179	0.184	0.189	0.194	0.199	0.205	0.211	0.217	0.222	0.230	0.239	0.243	0.250	0.257	0.265	0.274	0.283	0.292	0.301	0.312	0.322	0.323	0.324	0.332	0.341	0.350	0.357	0.366	0.376	0.387	0.399	2014
Benin	Gross domestic product per capita, current prices	National currency	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	103,763.073	86,648.396	97,371.871	103,574.452	112,188.891	116,422.309	111,075.232	109,363.286	109,283.815	105,013.538	106,698.786	108,130.270	110,522.758	115,374.646	153,324.841	180,926.804	195,559.046	208,123.809	221,246.137	245,694.268	263,218.256	273,815.243	287,144.101	296,098.938	301,484.476	309,666.084	318,426.115	328,527.705	355,935.934	362,645.442	362,994.040	377,037.793	414,157.825	438,360.095	453,207.659	451,570.519	456,865.224	480,265.382	507,663.625	2014
Benin	Gross domestic product per capita, current prices	U.S. dollars	Units	See notes for:  Gross domestic product, current prices (National currency) Population (Persons).	461.169	301.491	289.582	248.279	256.749	259.186	320.755	363.866	366.879	329.186	391.836	383.328	417.583	407.402	276.127	362.449	382.222	356.550	374.967	399.060	370.786	373.859	413.418	510.455	571.435	588.100	609.539	686.465	798.583	770.007	734.278	799.768	811.685	887.574	918.111	763.882	770.810	825.835	910.446	2014
